id,title,pages_target,has_images,has_tables,has_equations
3031,Machine learning,4,False,False,0
3032,Psychology,3,False,False,1
3033,Volcano,2,False,False,1
3034,Blockchain,4,False,False,0
3035,Sociology,1,False,False,0
3036,Volcano,3,True,True,1
3037,Machine learning,3,True,False,0
3038,Photosynthesis,4,True,True,1
3039,Renaissance,5,False,True,0
3040,United Nations,1,False,True,0
3041,Weather,2,False,True,0
3042,Machine learning,5,False,False,1
3043,Weather,1,True,False,0
3044,Machine learning,3,False,False,0
3045,Photosynthesis,1,True,True,0
3046,Quantum mechanics,2,True,False,0
3047,Machine learning,1,False,False,0
3048,Quantum mechanics,1,False,False,0
3049,Economics,4,False,True,0
3050,Veganism,1,False,False,0
3051,United Nations,1,False,False,0
3052,Urbanization,2,False,False,0
3053,Weather,4,True,True,0
3054,Veganism,4,False,False,0
3055,Weather,3,True,True,1
3056,Virtual reality,1,True,False,1
3057,Veganism,2,False,True,1
3058,Photosynthesis,2,True,False,0
3059,Algebra,1,False,True,0
3060,Psychology,4,False,False,1
3061,Statistics,3,False,False,0
3062,Machine learning,4,False,False,0
3063,United States,1,False,True,1
3064,Weather,4,False,True,0
3065,Machine learning,1,False,True,0
3066,Psychology,2,True,False,0
3067,Quantum mechanics,4,False,False,0
3068,Blockchain,4,False,False,0
3069,Quantum mechanics,4,True,True,0
3070,Urbanization,3,False,True,1
3071,Sociology,3,False,True,0
3072,Algebra,1,True,True,1
3073,Volcano,4,False,False,0
3074,Economics,3,False,False,0
3075,Virtual reality,2,False,False,0
3076,World War II,3,True,False,1
3077,United States,3,False,False,0
3078,Veganism,5,False,False,0
3079,Urbanization,4,False,True,0
3080,Virtual reality,1,False,True,0
3081,Quantum mechanics,1,True,True,0
3082,Photosynthesis,5,False,False,0
3083,Urbanization,4,True,True,0
3084,Economics,2,False,True,0
3085,United States,1,False,True,0
3086,United States,2,False,True,0
3087,Photosynthesis,6,False,False,0
3088,Sociology,3,False,False,1
3089,Economics,1,False,True,1
3090,Economics,1,False,False,0
3091,Photosynthesis,3,True,True,0
3092,Economics,2,False,False,0
3093,Psychology,3,True,False,0
3094,World War II,4,False,False,0
3095,Machine learning,4,False,True,0
3096,Statistics,1,True,False,0
3097,Statistics,2,False,False,0
3098,Sociology,3,False,False,1
3099,Urbanization,2,True,False,0
3100,Sociology,2,False,True,0
3101,Machine learning,2,False,False,0
3102,World War II,1,False,False,0
3103,Renaissance,4,False,False,0
3104,Urbanization,3,True,True,0
3105,Virtual reality,2,False,False,0
3106,World War II,3,False,False,1
3107,Renaissance,1,False,False,0
3108,Sociology,2,True,False,0
3109,Veganism,5,False,False,0
3110,World War II,2,True,False,0
3111,Renaissance,3,False,False,1
3112,Economics,1,True,True,0
3113,Algebra,2,False,False,0
3114,Volcano,2,False,False,0
3115,Renaissance,1,True,True,0
3116,United Nations,1,False,False,0
3117,Weather,4,True,True,0
3118,Economics,2,False,True,0
3119,Photosynthesis,1,True,False,0
3120,United Nations,2,False,True,0
3121,Algebra,2,False,False,0
3122,Psychology,1,True,False,0
3123,World War II,5,True,True,0
3124,Volcano,3,False,True,0
3125,Urbanization,1,False,True,0
3126,Urbanization,2,False,True,0
3127,Urbanization,3,True,False,0
3128,Algebra,5,False,False,0
3129,Algebra,3,False,True,0
3130,Blockchain,2,False,True,0
3131,Urbanization,3,False,True,1
3132,Veganism,1,False,False,0
3133,Quantum mechanics,4,False,True,0
3134,Veganism,3,True,False,0
3135,Algebra,1,False,True,0
3136,United Nations,4,True,False,0
3137,World War II,6,True,True,0
3138,Psychology,5,True,False,0
3139,United Nations,2,False,False,0
3140,Virtual reality,3,True,False,1
3141,Quantum mechanics,6,False,False,0
3142,Quantum mechanics,1,False,False,0
3143,Virtual reality,2,False,False,0
3144,Psychology,2,False,False,1
3145,Photosynthesis,6,True,False,0
3146,United Nations,2,True,False,0
3147,Blockchain,5,False,True,1
3148,Statistics,4,False,True,0
3149,Quantum mechanics,2,False,True,0
3150,Veganism,3,False,False,1
3151,Photosynthesis,1,True,False,0
3152,Virtual reality,1,False,False,0
3153,World War II,2,True,True,0
3154,Volcano,1,False,False,1
3155,Renaissance,2,False,True,1
3156,Algebra,3,True,True,0
3157,Urbanization,1,False,False,0
3158,United Nations,3,False,False,0
3159,United Nations,1,False,False,1
3160,Blockchain,2,True,False,1
3161,Quantum mechanics,3,True,False,0
3162,World War II,1,False,False,0
3163,Renaissance,2,False,True,0
3164,United Nations,4,False,False,0
3165,Algebra,6,False,True,0
3166,Sociology,4,True,False,0
3167,United States,4,True,False,0
3168,Photosynthesis,2,False,True,0
3169,Quantum mechanics,4,False,False,0
3170,Veganism,3,False,False,0
3171,Quantum mechanics,3,True,False,0
3172,Urbanization,4,False,False,1
3173,Volcano,2,False,False,0
3174,Psychology,3,False,False,1
3175,Renaissance,6,False,False,0
3176,United States,2,False,False,0
3177,Renaissance,5,False,True,0
3178,Blockchain,4,False,True,0
3179,Statistics,4,False,False,0
3180,Renaissance,3,False,False,0
3181,Urbanization,3,True,True,1
3182,Machine learning,3,False,False,0
3183,Sociology,3,True,False,0
3184,Urbanization,2,False,False,0
3185,Algebra,2,False,False,0
3186,Urbanization,4,False,False,0
3187,United Nations,5,True,True,0
3188,United States,4,False,False,0
3189,Statistics,4,False,False,0
3190,Photosynthesis,1,False,False,0
3191,Volcano,1,False,True,0
3192,Urbanization,3,False,False,0
3193,Volcano,1,False,False,1
3194,Psychology,1,False,False,0
3195,Volcano,1,False,True,1
3196,Quantum mechanics,2,True,False,1
3197,Weather,4,True,False,0
3198,Sociology,6,True,True,0
3199,Renaissance,2,True,False,0
3200,Urbanization,4,False,False,0
3201,Veganism,2,True,False,0
3202,Algebra,3,False,True,0
3203,Algebra,2,False,False,0
3204,Volcano,5,False,False,0
3205,Quantum mechanics,4,True,False,0
3206,Veganism,3,True,True,1
3207,World War II,1,False,False,0
3208,Veganism,2,False,False,1
3209,United Nations,2,False,True,0
3210,Algebra,3,False,True,0
3211,United Nations,3,False,False,0
3212,Veganism,4,False,False,1
3213,Quantum mechanics,1,False,False,0
3214,Economics,1,True,True,1
3215,Photosynthesis,3,False,False,0
3216,Economics,7,False,True,0
3217,World War II,3,False,False,1
3218,Urbanization,1,True,False,1
3219,Psychology,3,False,True,1
3220,Statistics,1,True,False,0
3221,Machine learning,3,False,False,0
3222,Statistics,4,False,True,0
3223,Economics,1,True,False,0
3224,Economics,1,True,True,1
3225,Blockchain,4,False,False,1
3226,Photosynthesis,1,False,False,1
3227,United States,2,True,False,0
3228,Algebra,2,True,True,0
3229,Psychology,3,False,False,0
3230,Psychology,6,False,True,0
3231,United Nations,4,True,False,0
3232,Machine learning,5,True,False,0
3233,Sociology,3,False,False,0
3234,United Nations,1,True,False,1
3235,Quantum mechanics,3,False,True,0
3236,Renaissance,5,False,False,0
3237,Algebra,2,False,False,0
3238,Renaissance,3,True,False,1
3239,Photosynthesis,1,False,True,0
3240,United Nations,3,True,True,0
3241,Photosynthesis,2,False,True,0
3242,Machine learning,3,True,True,1
3243,Virtual reality,4,True,False,1
3244,Renaissance,1,True,True,0
3245,United States,2,False,True,0
3246,Machine learning,2,False,False,0
3247,Blockchain,5,False,False,0
3248,Weather,4,False,False,0
3249,Psychology,1,False,False,1
3250,Virtual reality,3,False,True,0
3251,Machine learning,1,False,True,0
3252,Veganism,1,True,True,0
3253,United States,1,False,True,1
3254,United Nations,3,False,False,0
3255,Algebra,2,False,True,0
3256,Veganism,3,True,True,0
3257,Blockchain,2,False,False,0
3258,Machine learning,5,False,False,0
3259,Weather,1,False,False,1
3260,Blockchain,1,False,False,0
3261,Blockchain,1,False,True,0
3262,Renaissance,2,False,False,1
3263,Sociology,3,True,False,1
3264,Volcano,3,True,False,0
3265,Photosynthesis,2,False,True,1
3266,Photosynthesis,1,False,False,0
3267,Algebra,5,True,True,1
3268,Sociology,3,False,False,0
3269,Algebra,1,False,False,0
3270,Algebra,2,False,False,0
3271,Quantum mechanics,3,False,True,0
3272,World War II,5,False,True,0
3273,United Nations,1,False,True,0
3274,Economics,2,False,False,1
3275,Economics,1,False,False,0
3276,Veganism,2,True,False,0
3277,Sociology,2,False,False,1
3278,Machine learning,5,False,True,0
3279,Statistics,3,False,False,0
3280,Virtual reality,1,False,False,0
3281,United Nations,3,False,False,0
3282,Veganism,3,False,True,1
3283,Photosynthesis,2,True,False,0
3284,Renaissance,1,False,True,1
3285,Psychology,1,False,False,0
3286,Veganism,4,False,False,0
3287,World War II,1,False,False,1
3288,Machine learning,1,False,False,0
3289,Volcano,1,False,False,0
3290,Statistics,1,True,False,1
3291,Urbanization,1,True,False,0
3292,Renaissance,1,False,False,1
3293,Algebra,2,True,False,0
3294,Photosynthesis,2,False,False,0
3295,Algebra,3,True,True,0
3296,Algebra,1,True,True,0
3297,Photosynthesis,4,True,False,0
3298,Psychology,3,False,False,0
3299,Economics,1,True,True,0
3300,Psychology,2,False,True,0
3301,Virtual reality,1,True,True,0
3302,Quantum mechanics,3,False,False,0
3303,World War II,2,True,False,1
3304,Sociology,4,True,True,0
3305,Algebra,6,False,False,0
3306,Quantum mechanics,2,False,True,1
3307,United Nations,4,False,False,0
3308,Psychology,3,True,True,1
3309,Volcano,2,False,True,0
3310,Psychology,1,False,False,0
3311,Statistics,4,False,False,0
3312,United Nations,2,False,False,1
3313,Blockchain,1,False,False,1
3314,Psychology,3,False,False,0
3315,Volcano,3,False,False,0
3316,Economics,2,True,False,0
3317,Statistics,3,False,False,0
3318,Psychology,5,False,True,1
3319,Weather,5,False,False,0
3320,Renaissance,4,True,True,0
3321,Algebra,2,False,False,0
3322,Blockchain,3,False,False,0
3323,Statistics,1,False,True,0
3324,Machine learning,3,False,True,0
3325,Veganism,4,True,True,1
3326,Blockchain,2,False,True,0
3327,Veganism,1,False,False,1
3328,Algebra,1,True,False,0
3329,United Nations,2,True,True,1
3330,Sociology,1,False,False,0
3331,Urbanization,5,True,False,0
3332,Sociology,1,False,False,0
3333,Quantum mechanics,4,False,False,0
3334,Economics,4,True,False,0
3335,Economics,2,False,False,0
3336,Quantum mechanics,2,False,False,0
3337,World War II,3,False,False,0
3338,Sociology,5,False,True,0
3339,United Nations,3,True,False,0
3340,Machine learning,3,False,True,0
3341,Weather,1,True,False,0
3342,Psychology,2,True,False,0
3343,United States,2,False,False,0
3344,Algebra,1,False,True,0
3345,Virtual reality,3,True,False,0
3346,Psychology,3,False,True,0
3347,Weather,1,False,False,0
3348,Urbanization,3,True,False,0
3349,Volcano,3,False,False,0
3350,Renaissance,4,True,True,0
3351,Urbanization,1,True,False,1
3352,Urbanization,2,False,False,0
3353,World War II,2,False,False,0
3354,Volcano,5,False,False,0
3355,Veganism,1,False,True,0
3356,Blockchain,2,False,True,0
3357,Urbanization,3,False,False,1
3358,Renaissance,5,False,False,0
3359,Veganism,5,False,False,0
3360,Sociology,2,True,True,0
3361,United Nations,2,True,False,0
3362,Machine learning,2,False,True,0
3363,Quantum mechanics,4,False,False,0
3364,United Nations,2,False,False,0
3365,Statistics,4,True,False,0
3366,United Nations,2,True,False,1
3367,Blockchain,1,False,False,0
3368,Urbanization,4,True,True,0
3369,Quantum mechanics,1,False,False,0
3370,Photosynthesis,4,False,True,0
3371,Quantum mechanics,3,True,True,0
3372,Volcano,3,False,True,0
3373,United States,4,False,False,0
3374,Quantum mechanics,1,True,True,1
3375,United States,2,True,False,0
3376,Economics,1,False,True,1
3377,Algebra,4,True,True,0
3378,Urbanization,3,True,True,0
3379,Weather,1,False,True,1
3380,Sociology,3,False,True,0
3381,Urbanization,3,True,False,0
3382,Photosynthesis,5,False,False,0
3383,Statistics,3,True,True,0
3384,Statistics,4,False,False,0
3385,Algebra,4,True,False,0
3386,Virtual reality,5,False,False,0
3387,Sociology,7,False,False,1
3388,Veganism,2,False,False,0
3389,Machine learning,1,True,False,0
3390,Photosynthesis,2,False,True,0
3391,Veganism,4,False,True,0
3392,Algebra,1,True,False,0
3393,United Nations,3,False,False,0
3394,Quantum mechanics,3,False,False,1
3395,Urbanization,2,True,True,0
3396,Psychology,2,False,True,1
3397,Urbanization,1,True,False,1
3398,Blockchain,4,True,False,1
3399,Economics,2,False,False,0
3400,Economics,5,False,False,0
3401,Machine learning,2,False,False,0
3402,Statistics,3,False,False,1
3403,World War II,4,False,True,0
3404,Renaissance,3,False,False,1
3405,Weather,2,True,False,0
3406,Sociology,1,False,False,0
3407,Blockchain,1,True,True,0
3408,United States,3,True,True,0
3409,Veganism,2,False,False,1
3410,Virtual reality,3,False,False,0
3411,United Nations,5,False,False,1
3412,Photosynthesis,2,True,False,1
3413,Virtual reality,1,False,False,0
3414,Urbanization,3,True,False,0
3415,Quantum mechanics,3,True,False,0
3416,Psychology,1,False,True,1
3417,Economics,1,False,True,0
3418,Quantum mechanics,3,False,False,0
3419,Machine learning,3,True,False,0
3420,Quantum mechanics,6,False,False,0
3421,Quantum mechanics,3,False,False,0
3422,United Nations,3,False,True,0
3423,Photosynthesis,2,False,True,0
3424,Weather,3,False,False,1
3425,Virtual reality,3,False,True,1
3426,Machine learning,4,False,False,1
3427,Sociology,3,False,False,0
3428,Economics,2,True,True,0
3429,Blockchain,5,False,False,0
3430,Psychology,4,True,False,0
3431,Weather,3,False,False,0
3432,United States,4,False,False,0
3433,Volcano,4,False,False,0
3434,Statistics,4,False,False,1
3435,Statistics,1,True,False,0
3436,Sociology,2,False,False,1
3437,Algebra,1,False,True,0
3438,Urbanization,4,False,False,0
3439,Urbanization,2,False,False,0
3440,United States,2,False,False,0
3441,Blockchain,1,True,True,1
3442,Weather,1,False,True,0
3443,Weather,3,True,False,0
3444,Statistics,1,False,False,0
3445,Veganism,2,False,False,0
3446,Volcano,1,True,False,0
3447,Veganism,2,False,False,0
3448,Renaissance,4,True,False,1
3449,Virtual reality,3,True,False,1
3450,Quantum mechanics,3,True,True,0
3451,Machine learning,1,False,True,0
3452,Machine learning,2,True,False,0
3453,United Nations,5,False,False,0
3454,Blockchain,3,True,True,0
3455,Renaissance,1,False,False,0
3456,Machine learning,2,False,False,0
3457,Economics,3,False,False,0
3458,Quantum mechanics,2,True,True,0
3459,Economics,4,True,False,0
3460,Sociology,3,False,True,0
3461,Urbanization,1,False,False,0
3462,Urbanization,4,False,False,0
3463,Machine learning,1,True,False,0
3464,Machine learning,4,True,False,0
3465,Statistics,5,False,False,0
3466,Weather,5,True,False,0
3467,United States,5,True,False,0
3468,Blockchain,3,False,False,1
3469,Quantum mechanics,4,False,False,0
3470,World War II,2,False,False,0
3471,United Nations,1,True,False,1
3472,Urbanization,2,False,False,0
3473,Psychology,1,False,False,1
3474,Psychology,2,False,False,0
3475,Veganism,5,False,True,0
3476,United Nations,2,False,True,1
3477,World War II,4,False,False,1
3478,Statistics,2,False,False,0
3479,Veganism,4,False,False,0
3480,Renaissance,1,True,True,0
3481,Psychology,2,False,False,1
3482,Sociology,1,False,False,0
3483,World War II,5,True,True,0
3484,Renaissance,2,False,False,0
3485,Virtual reality,5,True,True,0
3486,Renaissance,2,False,True,0
3487,Blockchain,2,False,False,0
3488,Veganism,1,False,False,0
3489,Photosynthesis,3,False,False,1
3490,Renaissance,2,True,False,0
3491,Sociology,3,False,False,0
3492,Quantum mechanics,1,False,False,1
3493,Quantum mechanics,5,False,False,0
3494,Statistics,3,False,True,0
3495,Machine learning,4,True,False,1
3496,Urbanization,2,False,False,0
3497,Photosynthesis,2,False,True,1
3498,Blockchain,3,True,False,1
3499,Weather,1,True,False,0
3500,Blockchain,1,False,False,0
3501,Statistics,4,False,False,1
3502,Blockchain,4,True,False,1
3503,Virtual reality,1,False,False,0
3504,Photosynthesis,3,False,False,0
3505,Photosynthesis,3,False,False,0
3506,World War II,1,False,False,1
3507,Algebra,3,False,True,0
3508,Algebra,4,False,True,0
3509,Sociology,4,True,True,0
3510,Sociology,2,False,False,0
3511,Veganism,5,True,False,0
3512,Photosynthesis,1,True,False,0
3513,Algebra,3,False,False,1
3514,Algebra,5,False,False,0
3515,World War II,3,False,False,0
3516,Volcano,3,False,True,0
3517,World War II,5,False,False,0
3518,United States,3,False,False,0
3519,Algebra,1,False,False,0
3520,World War II,2,False,False,0
3521,Machine learning,4,True,False,1
3522,Veganism,1,True,False,0
3523,Sociology,1,False,False,0
3524,Weather,4,False,False,1
3525,Renaissance,1,True,False,0
3526,Virtual reality,3,False,True,1
3527,Volcano,5,False,False,0
3528,Volcano,3,False,False,0
3529,United Nations,1,False,True,0
3530,Quantum mechanics,1,False,False,0
3531,World War II,6,False,True,0
3532,Algebra,3,False,False,1
3533,United States,4,True,False,1
3534,Renaissance,6,True,True,0
3535,Psychology,6,False,False,0
3536,Quantum mechanics,3,True,False,0
3537,Economics,4,True,True,1
3538,Psychology,4,False,True,0
3539,Algebra,3,False,True,0
3540,Weather,4,True,True,0
3541,Veganism,2,False,False,0
3542,Urbanization,4,False,False,1
3543,Psychology,5,False,False,0
3544,Weather,1,False,False,0
3545,Economics,3,False,False,1
3546,Blockchain,2,True,False,1
3547,Weather,1,False,False,1
3548,United States,3,False,False,1
3549,Virtual reality,3,False,False,0
3550,Weather,3,False,False,0
3551,Machine learning,4,False,True,0
3552,Virtual reality,2,False,False,0
3553,World War II,3,False,False,0
3554,Urbanization,3,True,True,1
3555,Psychology,4,True,False,0
3556,Urbanization,3,False,False,0
3557,Volcano,4,False,False,0
3558,Blockchain,3,False,False,0
3559,Virtual reality,3,True,False,0
3560,Algebra,3,False,False,1
3561,Virtual reality,3,False,False,0
3562,Sociology,4,False,True,0
3563,Veganism,2,True,True,0
3564,Psychology,4,False,True,0
3565,United States,1,False,False,1
3566,Statistics,1,True,True,0
3567,World War II,1,False,False,0
3568,United Nations,3,False,True,0
3569,Weather,1,False,False,0
3570,Blockchain,2,False,False,1
3571,Algebra,5,True,True,0
3572,World War II,1,False,False,0
3573,Machine learning,1,False,False,1
3574,World War II,4,False,False,0
3575,United Nations,1,False,False,0
3576,Psychology,5,True,False,1
3577,Machine learning,1,False,False,0
3578,Volcano,6,True,False,0
3579,Volcano,4,True,False,1
3580,Weather,2,True,True,0
3581,Algebra,2,True,True,0
3582,Urbanization,3,True,False,0
3583,Machine learning,3,False,True,0
3584,World War II,3,False,False,1
3585,Urbanization,3,True,False,0
3586,Economics,2,True,False,0
3587,Sociology,3,True,False,0
3588,Volcano,2,False,False,0
3589,Veganism,2,False,False,0
3590,Machine learning,2,False,False,1
3591,Machine learning,5,False,False,1
3592,United Nations,6,False,False,0
3593,Economics,3,False,False,1
3594,Photosynthesis,1,False,False,1
3595,Economics,3,True,False,0
3596,United Nations,2,True,False,1
3597,World War II,5,False,False,0
3598,Urbanization,4,False,False,0
3599,Machine learning,3,False,False,0
3600,Renaissance,3,True,False,0
3601,Economics,3,True,False,1
3602,Veganism,1,False,True,0
3603,Veganism,1,False,True,1
3604,Virtual reality,3,False,True,0
3605,Algebra,3,True,False,0
3606,Blockchain,3,False,True,0
3607,Machine learning,1,False,False,0
3608,Weather,2,False,False,0
3609,Blockchain,1,True,True,1
3610,Virtual reality,1,False,False,0
3611,Urbanization,3,True,False,0
3612,Weather,1,False,False,0
3613,Machine learning,3,False,False,0
3614,United States,2,False,False,0
3615,Urbanization,2,False,True,0
3616,Veganism,2,True,True,0
3617,Veganism,3,False,True,0
3618,Psychology,1,False,False,0
3619,Weather,3,False,True,0
3620,Virtual reality,1,False,False,0
3621,United States,2,True,False,0
3622,Quantum mechanics,3,True,False,0
3623,Virtual reality,2,True,True,0
3624,World War II,4,False,False,0
3625,United States,4,True,False,1
3626,Weather,5,False,True,0
3627,Virtual reality,3,False,True,0
3628,Quantum mechanics,2,False,False,0
3629,United Nations,1,True,True,0
3630,United Nations,3,False,True,0
3631,Sociology,1,False,False,0
3632,Economics,2,True,False,0
3633,Urbanization,2,False,False,0
3634,Sociology,1,False,False,0
3635,Psychology,2,True,True,1
3636,Volcano,2,True,False,0
3637,Renaissance,1,False,False,1
3638,Urbanization,2,False,False,0
3639,Blockchain,4,True,False,0
3640,United States,3,False,True,0
3641,Machine learning,3,False,True,0
3642,Economics,1,False,True,1
3643,Machine learning,5,True,True,0
3644,Renaissance,2,True,False,1
3645,Quantum mechanics,3,False,True,0
3646,Renaissance,1,True,True,1
3647,Weather,3,True,False,0
3648,Psychology,1,False,False,0
3649,World War II,1,False,True,0
3650,Statistics,4,False,False,0
3651,Economics,4,False,True,0
3652,Photosynthesis,2,True,False,0
3653,Psychology,6,False,False,0
3654,Blockchain,3,True,False,0
3655,United Nations,1,True,False,0
3656,Statistics,3,True,False,0
3657,Weather,2,False,False,0
3658,Sociology,3,True,False,0
3659,Economics,3,False,False,0
3660,Sociology,4,False,False,0
3661,Algebra,4,False,False,0
3662,Psychology,1,False,False,1
3663,Blockchain,2,True,True,0
3664,United States,3,False,False,0
3665,Algebra,3,False,False,1
3666,Veganism,4,False,True,0
3667,Virtual reality,1,False,False,0
3668,Psychology,1,False,False,0
3669,Blockchain,2,False,False,1
3670,Photosynthesis,2,False,True,0
3671,Psychology,3,True,False,1
3672,Quantum mechanics,3,False,False,1
3673,Quantum mechanics,4,False,False,1
3674,United Nations,6,False,False,1
3675,Weather,5,False,False,0
3676,World War II,1,True,False,1
3677,United States,7,False,False,1
3678,United States,3,False,True,1
3679,Weather,2,True,True,0
3680,Algebra,3,False,True,1
3681,Machine learning,5,True,False,0
3682,Blockchain,1,False,False,1
3683,Weather,1,True,True,1
3684,Statistics,3,False,False,0
3685,Sociology,1,False,False,0
3686,Weather,1,False,False,0
3687,Urbanization,5,False,True,0
3688,Economics,3,False,False,0
3689,Blockchain,2,True,True,0
3690,Renaissance,4,True,False,0
3691,Photosynthesis,3,False,False,0
3692,Economics,3,True,False,0
3693,United States,1,False,False,0
3694,Economics,2,False,False,0
3695,World War II,3,True,False,0
3696,Urbanization,1,False,False,0
3697,Virtual reality,2,False,False,0
3698,Renaissance,4,False,False,0
3699,United States,1,False,False,1
3700,Sociology,1,True,False,0
3701,Economics,3,True,True,0
3702,Urbanization,1,True,False,0
3703,Psychology,1,True,False,0
3704,Algebra,3,False,False,1
3705,Economics,1,False,True,1
3706,Urbanization,1,False,True,1
3707,Statistics,3,False,False,0
3708,United Nations,5,True,False,0
3709,Virtual reality,2,False,False,0
3710,Photosynthesis,3,True,False,0
3711,Statistics,1,False,False,1
3712,Veganism,1,True,True,0
3713,Quantum mechanics,4,False,True,0
3714,United States,3,False,True,0
3715,Economics,4,False,False,0
3716,United States,5,True,False,0
3717,Volcano,1,False,False,0
3718,Urbanization,3,False,False,0
3719,Quantum mechanics,2,False,False,0
3720,Weather,4,False,False,0
3721,Renaissance,1,True,False,1
3722,Algebra,3,False,True,1
3723,Algebra,2,False,False,0
3724,Renaissance,3,False,False,0
3725,Blockchain,2,False,True,0
3726,United States,1,False,True,0
3727,Statistics,3,True,True,0
3728,World War II,3,False,False,0
3729,Renaissance,4,False,False,0
3730,Psychology,1,False,False,0
3731,United States,2,False,True,0
3732,Quantum mechanics,3,True,False,1
3733,Machine learning,2,False,False,0
3734,Quantum mechanics,3,False,False,0
3735,Blockchain,5,False,False,0
3736,United States,1,False,False,0
3737,Blockchain,1,True,False,0
3738,Weather,5,False,True,1
3739,Psychology,4,False,True,0
3740,Quantum mechanics,1,False,False,0
3741,Algebra,3,True,False,0
3742,United States,4,False,False,0
3743,Photosynthesis,3,False,False,0
3744,Economics,3,True,False,0
3745,United States,4,False,False,0
3746,Renaissance,3,False,True,1
3747,Sociology,1,True,True,0
3748,Statistics,2,False,False,1
3749,Statistics,2,False,True,1
3750,Renaissance,1,False,False,0
3751,Weather,5,False,True,0
3752,Sociology,3,False,False,0
3753,Psychology,4,True,False,0
3754,Economics,4,False,False,1
3755,World War II,1,False,False,0
3756,Blockchain,3,False,False,1
3757,Machine learning,1,False,False,0
3758,Algebra,2,False,False,0
3759,Volcano,1,False,False,1
3760,United States,1,False,False,0
3761,United States,1,True,False,0
3762,Weather,5,True,False,1
3763,Machine learning,2,True,False,0
3764,Machine learning,5,True,False,0
3765,Photosynthesis,1,False,False,0
3766,Volcano,3,False,True,0
3767,Veganism,1,False,False,1
3768,Photosynthesis,2,False,False,0
3769,Machine learning,2,True,False,1
3770,Weather,1,False,False,1
3771,Urbanization,3,True,True,0
3772,Algebra,4,False,False,1
3773,World War II,1,False,False,0
3774,Volcano,2,True,True,0
3775,Renaissance,3,False,False,0
3776,Economics,2,False,False,0
3777,Volcano,3,False,True,0
3778,Statistics,1,False,True,0
3779,Photosynthesis,1,False,True,0
3780,Algebra,2,False,False,1
3781,Sociology,1,False,False,0
3782,Economics,2,False,False,1
3783,United Nations,2,True,False,0
3784,Economics,5,True,True,1
3785,Quantum mechanics,1,False,False,1
3786,Economics,1,True,False,0
3787,Weather,7,True,True,1
3788,Photosynthesis,4,False,False,1
3789,Psychology,2,True,False,0
3790,United Nations,4,False,False,1
3791,Volcano,2,False,False,0
3792,Photosynthesis,1,False,False,0
3793,Algebra,5,False,True,0
3794,Volcano,2,True,True,0
3795,World War II,3,False,False,1
3796,Algebra,6,False,True,0
3797,United States,4,False,False,0
3798,Volcano,2,True,False,0
3799,Veganism,3,True,True,0
3800,Virtual reality,3,True,False,1
3801,Urbanization,4,False,False,0
3802,Volcano,1,True,True,0
3803,Photosynthesis,1,False,False,0
3804,United Nations,1,False,False,0
3805,Statistics,2,False,False,0
3806,Urbanization,3,True,False,0
3807,Sociology,2,True,False,1
3808,Veganism,3,False,False,0
3809,Statistics,3,True,True,0
3810,Psychology,5,True,False,1
3811,Virtual reality,1,False,False,0
3812,United States,2,False,False,0
3813,Veganism,1,False,False,0
3814,Quantum mechanics,3,False,True,1
3815,Sociology,1,False,False,1
3816,Volcano,3,True,False,1
3817,Volcano,5,False,False,1
3818,Machine learning,2,False,False,0
3819,Renaissance,5,True,False,0
3820,Machine learning,5,False,False,0
3821,Quantum mechanics,2,False,True,0
3822,World War II,5,False,False,1
3823,Algebra,1,False,True,0
3824,Quantum mechanics,5,False,True,0
3825,Statistics,2,False,False,0
3826,Photosynthesis,4,True,False,1
3827,Sociology,5,False,False,0
3828,Economics,3,False,False,0
3829,United Nations,3,False,False,0
3830,Algebra,1,True,False,0
3831,Psychology,1,True,True,0
3832,Sociology,2,True,False,0
3833,Virtual reality,5,True,False,0
3834,Quantum mechanics,2,False,True,0
3835,United Nations,1,False,False,0
3836,Psychology,4,True,True,0
3837,Veganism,1,True,True,0
3838,Weather,4,False,False,0
3839,Quantum mechanics,1,True,False,0
3840,Photosynthesis,4,True,True,0
3841,Sociology,4,True,True,0
3842,Statistics,3,True,False,0
3843,Statistics,1,False,False,1
3844,Weather,2,False,False,0
3845,Machine learning,1,False,False,0
3846,Virtual reality,5,False,False,1
3847,Weather,2,False,False,1
3848,Renaissance,1,True,True,0
3849,Quantum mechanics,2,True,False,0
3850,Veganism,1,False,False,0
3851,Blockchain,3,False,False,0
3852,United States,1,True,False,0
3853,Volcano,3,True,False,0
3854,Algebra,1,True,True,0
3855,World War II,3,False,False,0
3856,Weather,2,False,False,1
3857,World War II,4,False,True,0
3858,Blockchain,2,True,False,1
3859,Algebra,5,False,True,0
3860,Veganism,2,False,False,1
3861,Renaissance,4,False,False,0
3862,Veganism,2,False,True,0
3863,World War II,3,False,True,1
3864,United Nations,3,False,False,0
3865,Photosynthesis,1,True,False,0
3866,Volcano,3,True,True,1
3867,Algebra,3,False,False,0
3868,Veganism,2,True,False,0
3869,Algebra,1,False,False,0
3870,Renaissance,1,False,True,0
3871,Statistics,4,True,False,0
3872,Sociology,2,False,False,0
3873,Quantum mechanics,2,True,True,0
3874,Weather,2,True,True,0
3875,United Nations,3,True,False,0
3876,United States,1,False,False,1
3877,United States,2,False,True,0
3878,Urbanization,4,True,False,1
